Location,Transect,Point,Quad,Category,Species,Distance_m,DBH_cm
Burned,1,1,1,Canopy,Pinus elliottii,7,22.5
Burned,1,1,2,Canopy,Pinus elliottii,12.5,13
Burned,1,1,3,Canopy,Pinus elliottii,39,28
Burned,1,1,4,Canopy,Pinus elliottii,6,26.5
Burned,1,2,1,Canopy,Pinus elliottii,16.2,18
Burned,1,2,2,Canopy,Pinus elliottii,22.5,22
Burned,1,2,3,Canopy,Pinus elliottii,23,20.5
Burned,1,2,4,Canopy,,,
Burned,1,3,1,Canopy,Pinus elliottii,25.6,19.5
Burned,1,3,2,Canopy,Pinus palustris,12.7,16
Burned,1,3,3,Canopy,Pinus palustris,22.2,24
Burned,1,3,4,Canopy,Pinus palustris,20.8,17
Burned,1,4,1,Canopy,Pinus elliottii,14.6,22.5
Burned,1,4,2,Canopy,Pinus elliottii,7.3,16.5
Burned,1,4,3,Canopy,Pinus elliottii,11.3,28.7
Burned,1,4,4,Canopy,Pinus elliottii,21.7,17
Burned,2,1,1,Canopy,Pinus elliottii,14,27
Burned,2,1,2,Canopy,Pinus elliottii,8,20
Burned,2,1,3,Canopy,Pinus elliottii,12,18
Burned,2,1,4,Canopy,Pinus elliottii,8,22
Burned,2,2,1,Canopy,Pinus elliottii,2.4,20
Burned,2,2,2,Canopy,Pinus elliottii,4.6,25
Burned,2,2,3,Canopy,Pinus elliottii,25,22
Burned,2,2,4,Canopy,Pinus elliottii,10.45,18
Burned,2,3,1,Canopy,Pinus elliottii,6.2,25
Burned,2,3,2,Canopy,Pinus elliottii,9,15.5
Burned,2,3,3,Canopy,Pinus elliottii,14.4,19
Burned,2,3,4,Canopy,Pinus elliottii,18.7,18
Burned,2,4,1,Canopy,Pinus elliottii,10.1,20
Burned,2,4,2,Canopy,Pinus palustris,8.2,24
Burned,2,4,3,Canopy,Pinus elliottii,6.6,21
Burned,2,4,4,Canopy,Pinus elliottii,6.7,19
Burned,3,1,1,Canopy,Pinus elliottii,3.8,25.5
Burned,3,1,2,Canopy,Pinus elliottii,12,25.7
Burned,3,1,3,Canopy,Pinus elliottii,15.3,22.4
Burned,3,1,4,Canopy,,,
Burned,3,2,1,Canopy,Pinus elliottii,9.9,28
Burned,3,2,2,Canopy,Pinus elliottii,24.5,22.1
Burned,3,2,3,Canopy,Pinus elliottii,4.65,23
Burned,3,2,4,Canopy,Pinus elliottii,17.4,21.5
Burned,3,3,1,Canopy,Pinus elliottii,17.2,25
Burned,3,3,2,Canopy,Pinus elliottii,14.75,22
Burned,3,3,3,Canopy,Pinus elliottii,12.8,23
Burned,3,3,4,Canopy,Pinus elliottii,10.7,22.5
Burned,3,4,1,Canopy,Pinus elliottii,22.3,20.5
Burned,3,4,2,Canopy,Pinus elliottii,8.2,22
Burned,3,4,3,Canopy,Pinus elliottii,10.25,18
Burned,3,4,4,Canopy,Pinus elliottii,10.2,27.05
Burned,4,1,1,Canopy,Pinus elliottii,8.8,18
Burned,4,1,2,Canopy,Pinus elliottii,22.1,22.5
Burned,4,1,3,Canopy,Pinus elliottii,9.9,12.4
Burned,4,1,4,Canopy,Pinus elliottii,12.7,33
Burned,4,2,1,Canopy,Pinus elliottii,6.6,16
Burned,4,2,2,Canopy,Pinus elliottii,3.6,18
Burned,4,2,3,Canopy,Pinus elliottii,11.5,32
Burned,4,2,4,Canopy,Pinus elliottii,6.5,25.5
Burned,4,3,1,Canopy,Pinus elliottii,15.7,11.4
Burned,4,3,2,Canopy,Pinus elliottii,1,26
Burned,4,3,3,Canopy,Pinus elliottii,13.6,32.5
Burned,4,3,4,Canopy,Pinus elliottii,18,20
Burned,4,4,1,Canopy,Pinus elliottii,12.9,24.5
Burned,4,4,2,Canopy,Pinus elliottii,15.6,11
Burned,4,4,3,Canopy,Pinus elliottii,20.8,20
Burned,4,4,4,Canopy,Pinus elliottii,3.2,25
Burned,5,1,1,Canopy,Pinus palustris,9,23.5
Burned,5,1,2,Canopy,Pinus palustris,14.9,22.2
Burned,5,1,3,Canopy,Pinus palustris,5.5,25.8
Burned,5,1,4,Canopy,Pinus palustris,18.3,18.7
Burned,5,2,1,Canopy,Pinus palustris,24.55,19
Burned,5,2,2,Canopy,Pinus palustris,8.2,16
Burned,5,2,3,Canopy,Pinus palustris,2.95,24
Burned,5,2,4,Canopy,Pinus palustris,10.87,13.5
Burned,5,3,1,Canopy,Pinus palustris,33.4,26.5
Burned,5,3,2,Canopy,Pinus palustris,6.25,27
Burned,5,3,3,Canopy,Pinus palustris,17.55,27
Burned,5,3,4,Canopy,Pinus palustris,15.5,20.5
Burned,5,4,1,Canopy,Pinus palustris,25,26.5
Burned,5,4,2,Canopy,Pinus palustris,34.5,21
Burned,5,4,3,Canopy,Pinus palustris,11.3,22.75
Burned,5,4,4,Canopy,Pinus palustris,14.1,22.1
Burned,6,1,1,Canopy,Pinus palustris,12,19.5
Burned,6,1,2,Canopy,Pinus palustris,7.8,25
Burned,6,1,3,Canopy,Pinus elliottii,12.4,23
Burned,6,1,4,Canopy,Pinus palustris,26,20
Burned,6,2,1,Canopy,Pinus elliottii,1.4,28
Burned,6,2,2,Canopy,Pinus palustris,12,17
Burned,6,2,3,Canopy,,,
Burned,6,2,4,Canopy,Pinus elliottii,21.8,19.5
Burned,6,3,1,Canopy,Pinus elliottii,15.7,20
Burned,6,3,2,Canopy,Pinus palustris,6.6,25
Burned,6,3,3,Canopy,Pinus elliottii,10.4,29
Burned,6,3,4,Canopy,Pinus palustris,24.3,22
Burned,6,4,1,Canopy,Pinus palustris,8.5,22
Burned,6,4,2,Canopy,Pinus elliottii,10.8,27
Burned,6,4,3,Canopy,Pinus elliottii,18,31
Burned,6,4,4,Canopy,Pinus palustris,13.3,24
Burned,7,1,1,Canopy,,,
Burned,7,1,2,Canopy,,,
Burned,7,1,3,Canopy,,,
Burned,7,1,4,Canopy,,,
Burned,7,2,1,Canopy,Pinus palustris ,4.02,14.8
Burned,7,2,2,Canopy,,,
Burned,7,2,3,Canopy,,,
Burned,7,2,4,Canopy,,,
Burned,7,3,1,Canopy,,,
Burned,7,3,2,Canopy,,,
Burned,7,3,3,Canopy,,,
Burned,7,3,4,Canopy,,,
Burned,7,4,1,Canopy,,,
Burned,7,4,2,Canopy,,,
Burned,7,4,3,Canopy,,,
Burned,7,4,4,Canopy,,,
Burned,8,1,1,Canopy,Pinus elliottii,10.75,24.5
Burned,8,1,2,Canopy,Pinus palustris,8.7,25
Burned,8,1,3,Canopy,Pinus palustris,14.8,25.8
Burned,8,1,4,Canopy,Pinus elliottii,11.25,21.9
Burned,8,2,1,Canopy,Pinus elliottii,11.95,28.5
Burned,8,2,2,Canopy,Pinus elliottii,0.55,22.5
Burned,8,2,3,Canopy,Pinus elliottii,4.1,25.6
Burned,8,2,4,Canopy,Pinus elliottii,6.6,25.3
Burned,8,3,1,Canopy,Pinus palustris,23,27.5
Burned,8,3,2,Canopy,Pinus palustris,16.7,24.4
Burned,8,3,3,Canopy,Pinus palustris,13.6,19.8
Burned,8,3,4,Canopy,Pinus elliottii,4,27.7
Burned,8,4,1,Canopy,Pinus elliottii,12.5,25.4
Burned,8,4,2,Canopy,Pinus elliottii,12,39.9
Burned,8,4,3,Canopy,Pinus elliottii,24.7,25.6
Burned,8,4,4,Canopy,Pinus palustris,12.1,28.7
Burned,1,1,1,Shrub,Serenoa repens,0.25,
Burned,1,1,2,Shrub,Aristida stricta,0.8,
Burned,1,1,3,Shrub,,,
Burned,1,1,4,Shrub,Lyonia ferruginea,0.25,
Burned,1,2,1,Shrub,Serenoa repens,0.3,
Burned,1,2,2,Shrub,Lyonia lucida,0.6,
Burned,1,2,3,Shrub,Serenoa repens,0.2,
Burned,1,2,4,Shrub,Lyonia lucida,0.5,
Burned,1,3,1,Shrub,Asimina reticulata,0.5,
Burned,1,3,2,Shrub,Aristida stricta,0.4,
Burned,1,3,3,Shrub,Lyonia lucida,0.6,
Burned,1,3,4,Shrub,Lyonia lucida,0.6,
Burned,1,4,1,Shrub,Serenoa repens,0.5,
Burned,1,4,2,Shrub,Serenoa repens,0.3,
Burned,1,4,3,Shrub,Ilex glabra,0.1,
Burned,1,4,4,Shrub,Aristida stricta,0.5,
Burned,2,1,1,Shrub,Serenoa repens,0.4,
Burned,2,1,2,Shrub,Serenoa repens,0.75,
Burned,2,1,3,Shrub,Serenoa repens,1.2,
Burned,2,1,4,Shrub,Serenoa repens,1,
Burned,2,2,1,Shrub,Serenoa repens,0.9,
Burned,2,2,2,Shrub,Serenoa repens,0.9,
Burned,2,2,3,Shrub,Lyonia lucida,0.9,
Burned,2,2,4,Shrub,Serenoa repens,0.9,
Burned,2,3,1,Shrub,Quercus chapmanii,0.7,
Burned,2,3,2,Shrub,Serenoa repens,0.45,
Burned,2,3,3,Shrub,Serenoa repens,1,
Burned,2,3,4,Shrub,Quercus chapmanii,1.2,
Burned,2,4,1,Shrub,Serenoa repens,1,
Burned,2,4,2,Shrub,Asimina reticulata,1.2,
Burned,2,4,3,Shrub,Serenoa repens,0.6,
Burned,2,4,4,Shrub,Serenoa repens,0.7,
Burned,3,1,1,Shrub,Serenoa repens,0,
Burned,3,1,2,Shrub,Serenoa repens,0,
Burned,3,1,3,Shrub,serenoa repens,1,
Burned,3,1,4,Shrub,serenoa repens,0,
Burned,3,2,1,Shrub,Serenoa repens,0.01,
Burned,3,2,2,Shrub,Serenoa repens,0,
Burned,3,2,3,Shrub,Serenoa repens,0,
Burned,3,2,4,Shrub,Serenoa repens,0,
Burned,3,3,1,Shrub,Serenoa repens,0,
Burned,3,3,2,Shrub,Serenoa repens,0,
Burned,3,3,3,Shrub,Serenoa repens,0,
Burned,3,3,4,Shrub,Serenoa repens,0,
Burned,3,4,1,Shrub,Serenoa repens,0,
Burned,3,4,2,Shrub,Serenoa repens,0,
Burned,3,4,3,Shrub,Serenoa repens,0,
Burned,3,4,4,Shrub,Serenoa repens,0,
Burned,4,1,1,Shrub,Lyonia lucida,1.85,
Burned,4,1,2,Shrub,Licania michauxii,1,
Burned,4,1,3,Shrub,,,
Burned,4,1,4,Shrub,Lyonia lucida,1.7,
Burned,4,2,1,Shrub,Lyonia lucida,0,
Burned,4,2,2,Shrub,Lyonia lucida,0,
Burned,4,2,3,Shrub,Lyonia lucida,0,
Burned,4,2,4,Shrub,Vaccinum myrsynites,4.1,
Burned,4,3,1,Shrub,Andropogon virginicus,1.1,
Burned,4,3,2,Shrub,Lyonia lucida,1.2,
Burned,4,3,3,Shrub,Rhus copallinum ,1.5,
Burned,4,3,4,Shrub,Andropogon virginicus,1.1,
Burned,4,4,1,Shrub,Lyonia lucida,1.5,
Burned,4,4,2,Shrub,Asimina reticulata,0.7,
Burned,4,4,3,Shrub,Asimina reticulata,0.3,
Burned,4,4,4,Shrub,Lyonia ferruginea,1.5,
Burned,5,1,1,Shrub,Serenoa repens,0,
Burned,5,1,2,Shrub,Lyonia lucida,0.15,
Burned,5,1,3,Shrub,Lyonia lucida,0.5,
Burned,5,1,4,Shrub,Serenoa repens,1.5,
Burned,5,2,1,Shrub,Lyonia lucida,1,
Burned,5,2,2,Shrub,Asimina reticulata,0.7,
Burned,5,2,3,Shrub,Lyonia lucida,0.95,
Burned,5,2,4,Shrub,Lyonia lucida,0.88,
Burned,5,3,1,Shrub,Lyonia lucida,1.7,
Burned,5,3,2,Shrub,Lyonia lucida,0.3,
Burned,5,3,3,Shrub,Serenoa repens,0,
Burned,5,3,4,Shrub,Serenoa repens,1,
Burned,5,4,1,Shrub,Lyonia lucida,0,
Burned,5,4,2,Shrub,Opuntia humifusa ,0,
Burned,5,4,3,Shrub,Lyonia lucida,0.8,
Burned,5,4,4,Shrub,Lyonia lucida,0,
Burned,6,1,1,Shrub,Serenoa repens,0.8,
Burned,6,1,2,Shrub,Serenoa repens,1,
Burned,6,1,3,Shrub,Myrica cerifera,0.5,
Burned,6,1,4,Shrub,Serenoa repens,0.7,
Burned,6,2,1,Shrub,Serenoa repens,0.7,
Burned,6,2,2,Shrub,Lyonia lucida,0.8,
Burned,6,2,3,Shrub,Serenoa repens,0.5,
Burned,6,2,4,Shrub,Serenoa repens,0.7,
Burned,6,3,1,Shrub,Lyonia lucida,0.4,
Burned,6,3,2,Shrub,Myrica cerifera,0.3,
Burned,6,3,3,Shrub,Myrica cerifera,0.6,
Burned,6,3,4,Shrub,Serenoa repens,0.3,
Burned,6,4,1,Shrub,Lyonia lucida,0.6,
Burned,6,4,2,Shrub,Myrica cerifera,0.3,
Burned,6,4,3,Shrub,Myrica cerifera,0.2,
Burned,6,4,4,Shrub,Serenoa repens,0.3,
Burned,7,1,1,Shrub,Lyonia lucida ,0.51,
Burned,7,1,2,Shrub,Lyonia lucida ,0.21,
Burned,7,1,3,Shrub,Lyonia lucida ,0.05,
Burned,7,1,4,Shrub,Serenoa repens ,0.79,
Burned,7,2,1,Shrub,Lyonia lucida ,0.42,
Burned,7,2,2,Shrub,Serenoa repens ,0.44,
Burned,7,2,3,Shrub,Quercus chapmanii,1.7,
Burned,7,2,4,Shrub,Lyonia lucida ,0.65,
Burned,7,3,1,Shrub,Lyonia lucida,1.2,
Burned,7,3,2,Shrub,Serenoa repens,0,
Burned,7,3,3,Shrub,Lyonia lucida,2.2,
Burned,7,3,4,Shrub,Asimina reticulata,0.7,
Burned,7,4,1,Shrub,Quercus chapmanii,0,
Burned,7,4,2,Shrub,Lyonia lucida,0.4,
Burned,7,4,3,Shrub,Quercus chapmanii,0,
Burned,7,4,4,Shrub,Asimina reticulata,0,
Burned,8,1,1,Shrub,Lyonia lucida,0.6,
Burned,8,1,2,Shrub,Lyonia lucida,2.15,
Burned,8,1,3,Shrub,Lyonia lucida,0.6,
Burned,8,1,4,Shrub,Lyonia lucida,0,
Burned,8,2,1,Shrub,Serenoa repens,1.1,
Burned,8,2,2,Shrub,Serenoa repens,1.2,
Burned,8,2,3,Shrub,Lyonia lucida,0.83,
Burned,8,2,4,Shrub,Serenoa repens,0,
Burned,8,3,1,Shrub,Serenoa repens,0,
Burned,8,3,2,Shrub,Serenoa repens,1.7,
Burned,8,3,3,Shrub,Serenoa repens,0.7,
Burned,8,3,4,Shrub,Serenoa repens,0,
Burned,8,4,1,Shrub,Serenoa repens,0.7,
Burned,8,4,2,Shrub,Ilex glabra,1,
Burned,8,4,3,Shrub,Serenoa repens,0,
Burned,8,4,4,Shrub,Ilex glabra,0,
Burned,1,1,1,Sub-Canopy,,,
Burned,1,1,2,Sub-Canopy,Pinus palustris,13.7,11
Burned,1,1,3,Sub-Canopy,Pinus palustris,12.5,13.5
Burned,1,1,4,Sub-Canopy,,,
Burned,1,2,1,Sub-Canopy,Pinus palustris,11.1,12.5
Burned,1,2,2,Sub-Canopy,Pinus palustris,22.4,14.7
Burned,1,2,3,Sub-Canopy,Pinus elliottii,15.5,8.5
Burned,1,2,4,Sub-Canopy,Pinus palustris,8.5,12.5
Burned,1,3,1,Sub-Canopy,Pinus palustris,17,11.5
Burned,1,3,2,Sub-Canopy,Pinus palustris,10.3,14
Burned,1,3,3,Sub-Canopy,,,
Burned,1,3,4,Sub-Canopy,Pinus palustris,15.2,3.5
Burned,1,4,1,Sub-Canopy,Quercus myrtifolia,7.4,5.5
Burned,1,4,2,Sub-Canopy,Pinus palustris,7.7,14
Burned,1,4,3,Sub-Canopy,,,
Burned,1,4,4,Sub-Canopy,Pinus palustris,18.3,8
Burned,2,1,1,Sub-Canopy,,,
Burned,2,1,2,Sub-Canopy,,,
Burned,2,1,3,Sub-Canopy,Pinus palustris,18.75,11
Burned,2,1,4,Sub-Canopy,,,
Burned,2,2,1,Sub-Canopy,,,
Burned,2,2,2,Sub-Canopy,Pinus elliottii,13,12.5
Burned,2,2,3,Sub-Canopy,,,
Burned,2,2,4,Sub-Canopy,Pinus palustris,14.5,12
Burned,2,3,1,Sub-Canopy,,,
Burned,2,3,2,Sub-Canopy,,,
Burned,2,3,3,Sub-Canopy,Pinus palustris,12,12
Burned,2,3,4,Sub-Canopy,,,
Burned,2,4,1,Sub-Canopy,,,
Burned,2,4,2,Sub-Canopy,,,
Burned,2,4,3,Sub-Canopy,Pinus elliottii,3.7,13
Burned,2,4,4,Sub-Canopy,,,
Burned,3,1,1,Sub-Canopy,,,
Burned,3,1,2,Sub-Canopy,,,
Burned,3,1,3,Sub-Canopy,Sabal palmetto,13.5,23.5
Burned,3,1,4,Sub-Canopy,Pinus palustris,11.2,11
Burned,3,2,1,Sub-Canopy,,,
Burned,3,2,2,Sub-Canopy,Pinus elliottii,6.75,16.2
Burned,3,2,3,Sub-Canopy,Sabal palmetto,10.9,23.5
Burned,3,2,4,Sub-Canopy,Pinus elliottii,24.1,6
Burned,3,3,1,Sub-Canopy,Pinus elliottii,25,18
Burned,3,3,2,Sub-Canopy,Pinus elliottii,10.2,16.5
Burned,3,3,3,Sub-Canopy,Pinus elliottii,29.3,7.5
Burned,3,3,4,Sub-Canopy,Pinus elliottii,4.1,15.8
Burned,3,4,1,Sub-Canopy,Pinus elliottii,11,19.09
Burned,3,4,2,Sub-Canopy,Pinus elliottii,28.8,7.8
Burned,3,4,3,Sub-Canopy,Pinus elliottii,24.1,7.5
Burned,3,4,4,Sub-Canopy,Pinus elliottii,9.6,19.09
Burned,4,1,1,Sub-Canopy,Sabal palmetto,20.2,24
Burned,4,1,2,Sub-Canopy,Pinus palustris,17.7,8
Burned,4,1,3,Sub-Canopy,,,
Burned,4,1,4,Sub-Canopy,Pinus palustris,48.5,7
Burned,4,2,1,Sub-Canopy,,,
Burned,4,2,2,Sub-Canopy,,,
Burned,4,2,3,Sub-Canopy,Quercus geminata,7.1,2
Burned,4,2,4,Sub-Canopy,Quercus chapmanii,7.7,0.5
Burned,4,3,1,Sub-Canopy,Quercus geminata,1.1,0.2
Burned,4,3,2,Sub-Canopy,Quercus geminata,1.4,0.2
Burned,4,3,3,Sub-Canopy,Quercus geminata,3.1,0.5
Burned,4,3,4,Sub-Canopy,Quercus geminata,7.9,1
Burned,4,4,1,Sub-Canopy,Myrica cerifera,10.4,0.1
Burned,4,4,2,Sub-Canopy,,,
Burned,4,4,3,Sub-Canopy,Sabal palmetto,5.9,18.5
Burned,4,4,4,Sub-Canopy,Myrica cerifera,1.5,0.2
Burned,5,1,1,Sub-Canopy,Pinus clausa,2,2.2
Burned,5,1,2,Sub-Canopy,Pinus palustris,14,16.1
Burned,5,1,3,Sub-Canopy,Pinus clausa,3.9,2.2
Burned,5,1,4,Sub-Canopy,Quercus chapmanii,15.2,1.5
Burned,5,2,1,Sub-Canopy,Quercus myrtifolia,1.8,3.2
Burned,5,2,2,Sub-Canopy,Quercus myrtifolia,7.5,2.25
Burned,5,2,3,Sub-Canopy,Quercus myrtifolia,2.25,0.2
Burned,5,2,4,Sub-Canopy,Quercus myrtifolia,1.3,1.25
Burned,5,3,1,Sub-Canopy,Pinus palustris,7.3,3.5
Burned,5,3,2,Sub-Canopy,Quercus myrtifolia,2.15,2.34
Burned,5,3,3,Sub-Canopy,Pinus clausa,6,2.5
Burned,5,3,4,Sub-Canopy,Pinus palustris,8.45,22
Burned,5,4,1,Sub-Canopy,Quercus myrtifolia,1.8,4.5
Burned,5,4,2,Sub-Canopy,Quercus myrtifolia,1.2,2
Burned,5,4,3,Sub-Canopy,Quercus myrtifolia,8.9,1.25
Burned,5,4,4,Sub-Canopy,Pinus palustris,1.3,13.5
Burned,6,1,1,Sub-Canopy,,,
Burned,6,1,2,Sub-Canopy,Pinus clausa,12.5,4.75
Burned,6,1,3,Sub-Canopy,,,
Burned,6,1,4,Sub-Canopy,Pinus palustris,23.7,8
Burned,6,2,1,Sub-Canopy,Pinus clausa,16,10
Burned,6,2,2,Sub-Canopy,Pinus clausa,20.5,3
Burned,6,2,3,Sub-Canopy,,,
Burned,6,2,4,Sub-Canopy,Pinus palustris,14.9,8
Burned,6,3,1,Sub-Canopy,Pinus clausa,4.9,9
Burned,6,3,2,Sub-Canopy,,,
Burned,6,3,3,Sub-Canopy,,,
Burned,6,3,4,Sub-Canopy,Pinus palustris,16.3,9.5
Burned,6,4,1,Sub-Canopy,Pinus clausa,15.8,2
Burned,6,4,2,Sub-Canopy,Pinus clausa,2.1,12
Burned,6,4,3,Sub-Canopy,Pinus palustris,19.7,11.5
Burned,6,4,4,Sub-Canopy,,,
Burned,7,1,1,Sub-Canopy,Pinus palustris ,5.52,25.5
Burned,7,1,2,Sub-Canopy,,,
Burned,7,1,3,Sub-Canopy,,,
Burned,7,1,4,Sub-Canopy,Pinus palustris ,10.66,23.6
Burned,7,2,1,Sub-Canopy,,,
Burned,7,2,2,Sub-Canopy,,,
Burned,7,2,3,Sub-Canopy,Pinus palustris ,0,23.5
Burned,7,2,4,Sub-Canopy,Pinus palustris ,11.37,20.7
Burned,7,3,1,Sub-Canopy,,,
Burned,7,3,2,Sub-Canopy,Pinus palustris,11.38,10.3
Burned,7,3,3,Sub-Canopy,,,
Burned,7,3,4,Sub-Canopy,Pinus serotina,8.91,14.5
Burned,7,4,1,Sub-Canopy,Pinus palustris,3.5,21.8
Burned,7,4,2,Sub-Canopy,Pinus palustris,10.13,17
Burned,7,4,3,Sub-Canopy,Pinus palustris,13.98,15.7
Burned,7,4,4,Sub-Canopy,,,
Burned,8,1,1,Sub-Canopy,Pinus palustris,27.5,3.85
Burned,8,1,2,Sub-Canopy,Pinus palustris,14.1,16
Burned,8,1,3,Sub-Canopy,,,
Burned,8,1,4,Sub-Canopy,,,
Burned,8,2,1,Sub-Canopy,Pinus palustris,42,25.4
Burned,8,2,2,Sub-Canopy,Pinus palustris,37.3,19.5
Burned,8,2,3,Sub-Canopy,Pinus palustris,11.7,16.3
Burned,8,2,4,Sub-Canopy,,,
Burned,8,3,1,Sub-Canopy,Pinus palustris,30.3,18.6
Burned,8,3,2,Sub-Canopy,Pinus palustris,30.3,18.2
Burned,8,3,3,Sub-Canopy,Pinus elliottii,29.1,19.1
Burned,8,3,4,Sub-Canopy,,,
Burned,8,4,1,Sub-Canopy,Pinus elliottii,18.6,18.4
Burned,8,4,2,Sub-Canopy,Pinus palustris,32.4,21.6
Burned,8,4,3,Sub-Canopy,Pinus palustris,31.4,18.7
Burned,8,4,4,Sub-Canopy,,,
Unburned,1,1,1,Canopy,Pinus palustris,6.832,24.5
Unburned,1,1,2,Canopy,Pinus palustris,15.24,21
Unburned,1,1,3,Canopy,Pinus palustris,8.585,27
Unburned,1,1,4,Canopy,Pinus palustris,16.764,8.5
Unburned,1,2,1,Canopy,Pinus palustris,7.722,23
Unburned,1,2,2,Canopy,Pinus palustris,5.639,17
Unburned,1,2,3,Canopy,Pinus palustris,3.175,20
Unburned,1,2,4,Canopy,Pinus palustris,5.232,14
Unburned,1,3,1,Canopy,Pinus palustris,2.377,16
Unburned,1,3,2,Canopy,Pinus palustris,3.018,17
Unburned,1,3,3,Canopy,Pinus palustris,11.156,15
Unburned,1,3,4,Canopy,Pinus palustris,3.78,22
Unburned,1,4,1,Canopy,Pinus palustris,4.27,21
Unburned,1,4,2,Canopy,Pinus palustris,22.43,21
Unburned,1,4,3,Canopy,Pinus palustris,5.03,16
Unburned,1,4,4,Canopy,Pinus palustris,7.5,24
Unburned,2,1,1,Canopy,Pinus palustris,12.71,23.25
Unburned,2,1,2,Canopy,Pinus palustris,3.9,21.02
Unburned,2,1,3,Canopy,Pinus palustris,9.4,30.25
Unburned,2,1,4,Canopy,Pinus palustris,14.7,24.52
Unburned,2,2,1,Canopy,Pinus palustris,20.4,22.29
Unburned,2,2,2,Canopy,,,
Unburned,2,2,3,Canopy,Pinus palustris,16.8,19.11
Unburned,2,2,4,Canopy,Pinus palustris,3.11,15.92
Unburned,2,3,1,Canopy,Pinus palustris,2.61,23.57
Unburned,2,3,2,Canopy,Pinus palustris,5.17,13.38
Unburned,2,3,3,Canopy,Pinus palustris,6.1,31.85
Unburned,2,3,4,Canopy,Pinus palustris,14.5,24.84
Unburned,2,4,1,Canopy,Pinus palustris,6,21.66
Unburned,2,4,2,Canopy,Pinus palustris,8.53,23.89
Unburned,2,4,3,Canopy,Pinus palustris,7.77,25.16
Unburned,2,4,4,Canopy,Pinus palustris,7.73,21.34
Unburned,3,1,1,Canopy,Pinus palustris,20.35,22.5
Unburned,3,1,2,Canopy,,,
Unburned,3,1,3,Canopy,Pinus elliottii,10.35,2.5
Unburned,3,1,4,Canopy,Pinus palustris,21.95,11.5
Unburned,3,2,1,Canopy,Pinus palustris,15.3,21
Unburned,3,2,2,Canopy,,,
Unburned,3,2,3,Canopy,,,
Unburned,3,2,4,Canopy,Pinus elliottii,5.4,13
Unburned,3,3,1,Canopy,Pinus elliottii,3.9,22.5
Unburned,3,3,2,Canopy,Pinus elliottii,3.86,18
Unburned,3,3,3,Canopy,Pinus palustris,11.95,20
Unburned,3,3,4,Canopy,Pinus palustris,8.15,13.1
Unburned,3,4,1,Canopy,Pinus palustris,22.2,19
Unburned,3,4,2,Canopy,Pinus palustris,9.1,15.1
Unburned,3,4,3,Canopy,Pinus palustris,5.9,19.5
Unburned,3,4,4,Canopy,Pinus palustris,2.8,17.5
Unburned,4,1,1,Canopy,,,
Unburned,4,1,2,Canopy,,,
Unburned,4,1,3,Canopy,,,
Unburned,4,1,4,Canopy,,,
Unburned,4,2,1,Canopy,Pinus palustris,20.9,32
Unburned,4,2,2,Canopy,,,
Unburned,4,2,3,Canopy,,,
Unburned,4,2,4,Canopy,,,
Unburned,4,3,1,Canopy,Pinus palustris,22.7,24
Unburned,4,3,2,Canopy,,,
Unburned,4,3,3,Canopy,,,
Unburned,4,3,4,Canopy,,,
Unburned,4,4,1,Canopy,,,
Unburned,4,4,2,Canopy,,,
Unburned,4,4,3,Canopy,,,
Unburned,4,4,4,Canopy,,,
Unburned,5,1,1,Canopy,Pinus palustris,6.832,24.5
Unburned,5,1,2,Canopy,Pinus palustris,15.24,21
Unburned,5,1,3,Canopy,Pinus palustris,8.585,27
Unburned,5,1,4,Canopy,Pinus palustris,16.764,8.5
Unburned,5,2,1,Canopy,Pinus palustris,7.722,23
Unburned,5,2,2,Canopy,Pinus palustris,5.639,17
Unburned,5,2,3,Canopy,Pinus palustris,3.175,20
Unburned,5,2,4,Canopy,Pinus palustris,5.232,14
Unburned,5,3,1,Canopy,Pinus palustris,2.377,16
Unburned,5,3,2,Canopy,Pinus palustris,3.018,17
Unburned,5,3,3,Canopy,Pinus palustris,11.156,15
Unburned,5,3,4,Canopy,Pinus palustris,3.78,22
Unburned,5,4,1,Canopy,Pinus palustris,4.27,21
Unburned,5,4,2,Canopy,Pinus palustris,22.43,21
Unburned,5,4,3,Canopy,Pinus palustris,5.03,16
Unburned,5,4,4,Canopy,Pinus palustris,7.5,24
Unburned,6,1,1,Canopy,Pinus palustris,12.71,23.25
Unburned,6,1,2,Canopy,Pinus palustris,3.9,21.02
Unburned,6,1,3,Canopy,Pinus palustris,9.4,30.25
Unburned,6,1,4,Canopy,Pinus palustris,14.7,24.52
Unburned,6,2,1,Canopy,Pinus palustris,20.4,22.29
Unburned,6,2,2,Canopy,,,
Unburned,6,2,3,Canopy,Pinus palustris,16.8,19.11
Unburned,6,2,4,Canopy,Pinus palustris,3.11,15.92
Unburned,6,3,1,Canopy,Pinus palustris,2.61,23.57
Unburned,6,3,2,Canopy,Pinus palustris,5.17,13.38
Unburned,6,3,3,Canopy,Pinus palustris,6.1,31.85
Unburned,6,3,4,Canopy,Pinus palustris,14.5,24.84
Unburned,6,4,1,Canopy,Pinus palustris,6,21.66
Unburned,6,4,2,Canopy,Pinus palustris,8.53,23.89
Unburned,6,4,3,Canopy,Pinus palustris,7.77,25.16
Unburned,6,4,4,Canopy,Pinus palustris,7.73,21.34
Unburned,7,1,1,Canopy,Pinus palustris,20.35,22.5
Unburned,7,1,2,Canopy,,,
